sample_idx,ts_ms,Ax,Ay,Az,Gx,Gy,Gz,vx,vy,vz,ax,ay,az,t,sx,sy,sz,fx,fy,fz
1759,1772696463319,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1760,1772696463329,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1761,1772696463343,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1762,1772696463353,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1763,1772696463363,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1764,1772696463374,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1765,1772696463384,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1766,1772696463397,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1767,1772696463407,0.14208984375,0.783203125,-0.44189453125,-51.7578125,56.57958984375,-47.05810546875,4,4,18,0.4010009765625,0.252685546875,0.28564453125,26.51,118,39,111,5,6,4
1768,1772696463418,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1769,1772696463429,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1770,1772696463440,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1771,1772696463450,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1772,1772696463460,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1773,1772696463471,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1774,1772696463481,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1775,1772696463491,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1776,1772696463502,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1777,1772696463512,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1778,1772696463522,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1779,1772696463533,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1780,1772696463543,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1781,1772696463554,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1782,1772696463564,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1783,1772696463574,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1784,1772696463585,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1785,1772696463595,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1786,1772696463605,0.1201171875,0.80908203125,-0.6591796875,-58.53271484375,52.490234375,-7.32421875,9,5,11,0.384521484375,0.3790283203125,0.10986328125,26.51,118,54,271,5,6,4
1787,1772696463616,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1788,1772696463626,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1789,1772696463636,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1790,1772696463647,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1791,1772696463657,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1792,1772696463667,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1793,1772696463678,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1794,1772696463688,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1795,1772696463699,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1796,1772696463709,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1797,1772696463719,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1798,1772696463733,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1799,1772696463744,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1800,1772696463754,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1801,1772696463765,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1802,1772696463775,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1803,1772696463785,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1804,1772696463796,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1805,1772696463806,0.03955078125,0.91650390625,0.197265625,41.44287109375,-130.859375,8.48388671875,3,2,8,0.5328369140625,0.7635498046875,0.02197265625,26.64,101,65,290,5,6,4
1806,1772696463817,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1807,1772696463827,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1808,1772696463838,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1809,1772696463848,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1810,1772696463858,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1811,1772696463869,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1812,1772696463879,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1813,1772696463890,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1814,1772696463900,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1815,1772696463912,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1816,1772696463923,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1817,1772696463934,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1818,1772696463944,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1819,1772696463955,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1820,1772696463965,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1821,1772696463976,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1822,1772696463986,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1823,1772696463996,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1824,1772696464007,-0.0322265625,0.83154296875,-0.29443359375,131.40869140625,-109.55810546875,-30.8837890625,6,4,13,0.4229736328125,0.24169921875,0.02197265625,26.38,107,24,91,4,8,5
1825,1772696464017,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1826,1772696464028,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1827,1772696464038,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1828,1772696464048,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1829,1772696464059,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1830,1772696464069,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1831,1772696464080,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1832,1772696464090,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1833,1772696464101,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1834,1772696464111,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1835,1772696464122,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1836,1772696464132,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1837,1772696464142,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1838,1772696464153,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1839,1772696464167,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1840,1772696464177,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1841,1772696464188,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1842,1772696464198,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1843,1772696464208,-0.35400390625,0.84814453125,-0.29833984375,119.20166015625,-113.4033203125,-2.9296875,12,2,13,0.4779052734375,0.4119873046875,0.1043701171875,26.76,154,49,55,4,8,5
1844,1772696464219,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1845,1772696464229,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1846,1772696464240,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1847,1772696464250,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1848,1772696464260,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1849,1772696464271,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1850,1772696464281,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1851,1772696464291,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1852,1772696464302,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1853,1772696464312,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1854,1772696464323,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1855,1772696464333,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1856,1772696464343,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1857,1772696464354,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1858,1772696464364,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1859,1772696464375,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1860,1772696464386,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1861,1772696464396,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1862,1772696464406,-0.20263671875,0.927734375,-0.12744140625,8.30078125,-34.0576171875,-15.19775390625,6,4,9,0.230712890625,0.384521484375,0.0054931640625,26.38,64,64,201,4,8,5
1863,1772696464417,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1864,1772696464427,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1865,1772696464438,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1866,1772696464448,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1867,1772696464458,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1868,1772696464469,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1869,1772696464480,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1870,1772696464490,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1871,1772696464500,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1872,1772696464511,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1873,1772696464521,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1874,1772696464532,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1875,1772696464542,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1876,1772696464552,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1877,1772696464562,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1878,1772696464573,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1879,1772696464583,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1880,1772696464593,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1881,1772696464604,-0.123046875,0.74951171875,-0.43310546875,-82.33642578125,83.55712890625,-52.06298828125,7,2,22,0.318603515625,0.3021240234375,0.3131103515625,26.57,46,10,196,4,8,5
1882,1772696464614,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1883,1772696464625,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1884,1772696464635,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1885,1772696464646,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1886,1772696464656,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1887,1772696464666,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1888,1772696464677,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1889,1772696464687,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1890,1772696464698,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1891,1772696464708,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1892,1772696464718,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1893,1772696464729,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1894,1772696464739,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1895,1772696464749,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1896,1772696464760,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1897,1772696464770,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1898,1772696464780,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1899,1772696464792,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
1900,1772696464802,0.14111328125,0.66650390625,-1.185546875,-17.88330078125,49.6826171875,7.75146484375,11,5,29,0.3131103515625,0.3460693359375,0.1922607421875,26.64,168,88,409,4,8,5
