elevator_id,ts_ms,ts,data_ts_ms,data_age_ms,is_new_frame,Ax,Ay,Az,Gx,Gy,Gz,vx,vy,vz,ax,ay,az,t,sx,sy,sz,fx,fy,fz,A_mag,G_mag,seg_energy
elevator-unknown,1773735320093,2026-03-17 16:15:20.093,1773735320093,0,1,-0.4560546875,0.88330078125,0.017578125,-0.06103515625,0.732421875,0.732421875,0,0,0,0.0,0.0,0.0,28.21,,,,,,,0.9942409861930349,1.03759765625,0.004098073712202549
elevator-unknown,1773735320125,2026-03-17 16:15:20.125,1773735320118,7,1,-0.45361328125,0.88623046875,0.01953125,-0.18310546875,0.79345703125,0.67138671875,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9957664999355014,1.055396512804601,0.004112495061473381
elevator-unknown,1773735320147,2026-03-17 16:15:20.147,1773735320143,4,1,-0.45556640625,0.88525390625,0.0205078125,-0.18310546875,0.732421875,0.79345703125,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9958091179578338,1.0952367214920875,0.004109906198052621
elevator-unknown,1773735320169,2026-03-17 16:15:20.169,1773735320168,1,1,-0.4541015625,0.88427734375,0.01904296875,-0.18310546875,0.67138671875,0.67138671875,0,0,0,0.0,0.0,0.0,28.53,,,,,,,0.9942420652905964,0.9669787303317176,0.0041519314585527324
elevator-unknown,1773735320200,2026-03-17 16:15:20.200,1773735320193,7,1,-0.45361328125,0.88623046875,0.015625,0.0,0.732421875,0.6103515625,0,0,0,0.0,0.0,0.0,28.34,,,,,,,0.9956975410696947,0.953399618640949,0.004401512566047381
elevator-unknown,1773735320222,2026-03-17 16:15:20.222,1773735320218,4,1,-0.45556640625,0.88330078125,0.01611328125,-0.18310546875,0.732421875,0.732421875,0,0,0,0.0,0.0,0.0,27.96,,,,,,,0.9939922829142297,1.0518608361580863,0.007094771497889446
elevator-unknown,1773735320243,2026-03-17 16:15:20.243,1773735320243,0,1,-0.4541015625,0.88671875,0.01953125,-0.30517578125,0.79345703125,0.79345703125,0,0,0,0.0,0.0,0.0,28.28,,,,,,,0.9964235246084199,1.1628759084019562,0.007396335251452693
elevator-unknown,1773735320275,2026-03-17 16:15:20.275,1773735320267,8,1,-0.45556640625,0.8857421875,0.021484375,-0.06103515625,0.54931640625,0.67138671875,0,0,0,0.0,0.0,0.0,28.34,,,,,,,0.9962637961855112,0.8696171172348027,0.008059407993646761
elevator-unknown,1773735320297,2026-03-17 16:15:20.297,1773735320292,5,1,-0.45361328125,0.88525390625,0.015625,-0.244140625,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,28.28,,,,,,,0.994828441532647,1.1070774625986972,0.008674961477070805
elevator-unknown,1773735320319,2026-03-17 16:15:20.319,1773735320318,1,1,-0.453125,0.884765625,0.01904296875,-0.18310546875,0.732421875,0.79345703125,0,0,0,0.0,0.0,0.0,28.28,,,,,,,0.9942309145593161,1.0952367214920875,0.008993015816029421
elevator-unknown,1773735320350,2026-03-17 16:15:20.350,1773735320342,8,1,-0.45361328125,0.88671875,0.0205078125,-0.244140625,0.79345703125,0.8544921875,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9962207189681859,1.1913587216762167,0.009664447061833083
elevator-unknown,1773735320372,2026-03-17 16:15:20.372,1773735320368,4,1,-0.4521484375,0.8857421875,0.01806640625,-0.18310546875,0.67138671875,0.6103515625,0,0,0,0.0,0.0,0.0,28.28,,,,,,,0.994637535630828,0.925643975103949,0.009801489823176296
elevator-unknown,1773735320394,2026-03-17 16:15:20.394,1773735320393,1,1,-0.4541015625,0.88525390625,0.0185546875,0.0,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,28.21,,,,,,,0.9951014943331398,1.079822144345345,0.00984673852765632
elevator-unknown,1773735320425,2026-03-17 16:15:20.425,1773735320418,7,1,-0.4091796875,0.8974609375,0.02734375,-0.30517578125,1.0986328125,0.54931640625,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9867177061677971,1.265651938069319,0.010814772493016772
elevator-unknown,1773735320447,2026-03-17 16:15:20.447,1773735320442,5,1,-0.52392578125,0.86328125,-0.0185546875,-0.54931640625,0.3662109375,0.732421875,0,1,0,0.0,0.0,0.0,28.34,,,,,,,1.0099985234089246,0.9860531263063668,0.011469592991475177
elevator-unknown,1773735320468,2026-03-17 16:15:20.468,1773735320468,0,1,-0.5126953125,0.90625,-0.0068359375,-0.06103515625,0.8544921875,0.91552734375,0,0,0,0.0,0.0,0.0,28.21,,,,,,,1.0412455406871985,1.2538231557723472,0.011928712889964502
elevator-unknown,1773735320500,2026-03-17 16:15:20.500,1773735320492,8,1,-0.427734375,0.912109375,0.03271484375,-0.06103515625,0.54931640625,0.732421875,0,0,0,0.0,0.0,0.0,28.15,,,,,,,1.007953604349485,0.9175595934065496,0.013041972869762473
