elevator_id,ts_ms,ts,data_ts_ms,data_age_ms,is_new_frame,Ax,Ay,Az,Gx,Gy,Gz,vx,vy,vz,ax,ay,az,t,sx,sy,sz,fx,fy,fz,A_mag,G_mag,seg_energy
elevator-unknown,1773735391196,2026-03-17 16:16:31.196,1773735391193,3,1,-0.453125,0.88720703125,0.021484375,-0.18310546875,0.91552734375,0.732421875,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9964537923524498,1.1866590634291736,0.007406871555813907
elevator-unknown,1773735391228,2026-03-17 16:16:31.228,1773735391219,9,1,-0.4521484375,0.88916015625,0.02099609375,-0.244140625,0.6103515625,0.732421875,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9977398603588886,0.9841623227903504,0.008835646182426382
elevator-unknown,1773735391250,2026-03-17 16:16:31.250,1773735391243,7,1,-0.45166015625,0.8857421875,0.01806640625,-0.18310546875,0.67138671875,0.79345703125,0,0,0,0.0,0.0,0.0,28.47,,,,,,,0.994415664848382,1.055396512804601,0.009119399345421952
elevator-unknown,1773735391271,2026-03-17 16:16:31.271,1773735391268,3,1,-0.44970703125,0.8857421875,0.017578125,-0.244140625,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9935213269736535,1.1070774625986972,0.009810836940053603
elevator-unknown,1773735391303,2026-03-17 16:16:31.303,1773735391293,10,1,-0.45166015625,0.8876953125,0.01904296875,-0.244140625,0.54931640625,0.79345703125,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9961739302135247,0.9954532733337458,0.01053891433934793
elevator-unknown,1773735391324,2026-03-17 16:16:31.324,1773735391318,6,1,-0.45068359375,0.8876953125,0.0185546875,-0.244140625,0.54931640625,0.732421875,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.995722323711842,0.9475204282385268,0.011084235761687197
elevator-unknown,1773735391346,2026-03-17 16:16:31.346,1773735391343,3,1,-0.4521484375,0.88623046875,0.0185546875,-0.244140625,0.67138671875,0.732421875,0,0,0,0.0,0.0,0.0,27.83,,,,,,,0.995081368382887,1.0231356576074346,0.011110878512400443
elevator-unknown,1773735391378,2026-03-17 16:16:31.378,1773735391368,10,1,-0.45361328125,0.88720703125,0.0185546875,-0.244140625,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9966170787489309,1.1070774625986972,0.011119834885220536
elevator-unknown,1773735391399,2026-03-17 16:16:31.399,1773735391394,5,1,-0.45166015625,0.8876953125,0.021484375,-0.06103515625,0.91552734375,0.8544921875,0,0,0,0.0,0.0,0.0,27.83,,,,,,,0.9962235908406243,1.2538231557723472,0.011183056870848385
elevator-unknown,1773735391421,2026-03-17 16:16:31.421,1773735391419,2,1,-0.45166015625,0.88671875,0.0185546875,-0.18310546875,0.79345703125,0.6103515625,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9952945869307034,1.0176594238606609,0.01125569469530543
