elevator_id,ts_ms,ts,data_ts_ms,data_age_ms,is_new_frame,Ax,Ay,Az,Gx,Gy,Gz,vx,vy,vz,ax,ay,az,t,sx,sy,sz,fx,fy,fz,A_mag,G_mag,seg_energy
elevator-unknown,1773735415002,2026-03-17 16:16:55.002,1773735414993,9,1,-0.451171875,0.88623046875,0.01953125,-0.3662109375,0.79345703125,0.67138671875,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9946567117646283,1.1020184378215203,0.005061145459850475
elevator-unknown,1773735415024,2026-03-17 16:16:55.024,1773735415018,6,1,-0.44873046875,0.88623046875,0.02099609375,-0.30517578125,0.732421875,0.67138671875,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9935815584430894,1.0393912576859377,0.0051238499854527105
elevator-unknown,1773735415045,2026-03-17 16:16:55.045,1773735415043,2,1,-0.45068359375,0.8857421875,0.017578125,-0.244140625,0.79345703125,0.79345703125,0,0,0,0.0,0.0,0.0,27.96,,,,,,,0.9939637392134664,1.148369611952318,0.005892422133087017
elevator-unknown,1773735415077,2026-03-17 16:16:55.077,1773735415069,8,1,-0.44970703125,0.88525390625,0.01904296875,-0.1220703125,0.91552734375,0.54931640625,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9931130485223653,1.0746348182164922,0.005894922729529103
elevator-unknown,1773735415099,2026-03-17 16:16:55.099,1773735415093,6,1,-0.45166015625,0.88671875,0.01708984375,-0.244140625,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9952683563264414,1.1070774625986972,0.005962846223922488
elevator-unknown,1773735415120,2026-03-17 16:16:55.120,1773735415119,1,1,-0.4521484375,0.88818359375,0.02197265625,-0.42724609375,0.6103515625,0.732421875,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9968907178638173,1.0447535869521296,0.006170897268152661
elevator-unknown,1773735415152,2026-03-17 16:16:55.152,1773735415144,8,1,-0.4521484375,0.88720703125,0.0205078125,-0.30517578125,0.91552734375,0.732421875,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.9959895060725615,1.2115132593554203,0.00643496305171927
elevator-unknown,1773735415174,2026-03-17 16:16:55.174,1773735415168,6,1,-0.45263671875,0.8837890625,0.0166015625,-0.1220703125,0.8544921875,0.8544921875,0,0,0,0.0,0.0,0.0,28.21,,,,,,,0.9930955231158969,1.214584273811792,0.006388638264557617
elevator-unknown,1773735415195,2026-03-17 16:16:55.195,1773735415194,1,1,-0.4521484375,0.88818359375,0.01904296875,-0.18310546875,0.732421875,0.54931640625,0,0,0,0.0,0.0,0.0,28.15,,,,,,,0.9968304471670044,0.933658358201804,0.006448719066611361
elevator-unknown,1773735415227,2026-03-17 16:16:55.227,1773735415219,8,1,-0.451171875,0.8857421875,0.01904296875,-0.244140625,0.67138671875,0.67138671875,0,0,0,0.0,0.0,0.0,28.02,,,,,,,0.994212209826008,0.9803697756475226,0.006489134588828288
elevator-unknown,1773735415249,2026-03-17 16:16:55.249,1773735415243,6,1,-0.45068359375,0.888671875,0.01904296875,-0.1220703125,0.67138671875,0.67138671875,0,0,0,0.0,0.0,0.0,28.09,,,,,,,0.9966022465107351,0.9572990198582838,0.006499364981496708
