elevator_id,ts_ms,ts,Ax,Ay,Az,Gx,Gy,Gz,vx,vy,vz,ax,ay,az,t,sx,sy,sz,fx,fy,fz
elevator-001,1773305219891,2026-03-12 16:46:59.891,0.02001953125,-0.01123046875,-0.970703125,-0.1220703125,0.732421875,0.6103515625,0,0,0,0.0,0.0,0.0,26.07,0,0,0,0,0,0
elevator-001,1773305220102,2026-03-12 16:47:00.102,0.015625,-0.01123046875,-0.97265625,-0.18310546875,0.79345703125,0.732421875,0,0,0,0.0,0.0,0.0,25.88,0,0,0,0,0,0
elevator-001,1773305220302,2026-03-12 16:47:00.302,0.0185546875,-0.013671875,-0.97021484375,-0.18310546875,0.67138671875,0.6103515625,0,0,0,0.0,0.0,0.0,26.07,0,0,0,0,0,0
elevator-001,1773305220502,2026-03-12 16:47:00.502,0.01806640625,-0.0146484375,-0.9736328125,-0.06103515625,0.732421875,0.732421875,0,0,0,0.0,0.0,0.0,25.63,0,0,0,0,0,0
elevator-001,1773305220702,2026-03-12 16:47:00.702,0.0185546875,-0.0107421875,-0.9736328125,-0.18310546875,0.67138671875,0.79345703125,0,0,0,0.0,0.0,0.0,26.0,0,0,0,0,0,0
